產品ID,產品名稱,目前價格,熱賣,原始文字
34,｛技嘉 GT1030 Low Profile D4 2G｝1417MHz/GDDR4/15cm/單風扇,3490,,"｛技嘉 GT1030 Low Profile D4 2G｝1417MHz/GDDR4/15cm/單風扇, $3490 ◆ ★ ↓任搭90↓"
35,｛微星 GT1030 2GD4 LP OC｝1430MHz/DDR4/15cm/三年保,3590,,"｛微星 GT1030 2GD4 LP OC｝1430MHz/DDR4/15cm/三年保, $3590 ◆ ★ ↓任搭90↓"
36,｛微星 GT1030 AERO ITX 2GD4 OCV1｝1430MHz/DDR4/15cm/三年保/類比輸出,3590,,"｛微星 GT1030 AERO ITX 2GD4 OCV1｝1430MHz/DDR4/15cm/三年保/類比輸出, $3590 ◆ ★ ↓任搭90↓"
38,｛ZOTAC GT1030 2GB GDDR5 HDMI/DVI Low Profile｝(P10300A-10L),3490,,"｛ZOTAC GT1030 2GB GDDR5 HDMI/DVI Low Profile｝(P10300A-10L), $3490 ◆ ★ ↓任搭90↓"
39,｛ZOTAC GT1030 2GB GDDR5 HDMI/VGA Low Profile｝P10300E-10L) 類比輸出,3490,,"｛ZOTAC GT1030 2GB GDDR5 HDMI/VGA Low Profile｝P10300E-10L) 類比輸出, $3490 ◆ ★ ↓任搭90↓"
40,｛INNO3D GT1030 2G｝1468MHz/GDDR5/17cm/三年保,2988,,"｛INNO3D GT1030 2G｝1468MHz/GDDR5/17cm/三年保, $2988 ◆ ★"
42,｛華碩 DUAL-RTX3050-O6G｝1537MHz/20cm/雙風扇/註四年,9990,,"｛華碩 DUAL-RTX3050-O6G｝1537MHz/20cm/雙風扇/註四年, $9990 ◆ ★"
43,｛技嘉 RTX3050 WINDFORCE OC V2 6G｝1477MHz/18cm/雙風扇/註四年,9990,是,"｛技嘉 RTX3050 WINDFORCE OC V2 6G｝1477MHz/18cm/雙風扇/註四年, $9990 ◆ ★ 熱賣 ↓任搭90↓"
44,｛微星 RTX3050 VENTUS 2X E 6G OC｝1492MHz/19cm/雙風扇/註四年,9990,,"｛微星 RTX3050 VENTUS 2X E 6G OC｝1492MHz/19cm/雙風扇/註四年, $9990 ◆ ★ ↓任搭90↓"
45,｛微星 RTX3050 GAMING X 6G｝1507MHz/21cm/雙風扇/註五年,10290,,"｛微星 RTX3050 GAMING X 6G｝1507MHz/21cm/雙風扇/註五年, $10290 ◆ ★ ↓任搭90↓"
47,｛ZOTAC RTX3050 6GB GDDR6 Solo｝1470MHz/15cm/單風扇/註四年/滿料四輸出,9790,是,"｛ZOTAC RTX3050 6GB GDDR6 Solo｝1470MHz/15cm/單風扇/註四年/滿料四輸出, $9790 ◆ ★ 熱賣"
48,｛ZOTAC RTX3050 6GB GDDR6 LP｝1470MHz/16cm/雙風扇/註四年/短版設計,9890,,"｛ZOTAC RTX3050 6GB GDDR6 LP｝1470MHz/16cm/雙風扇/註四年/短版設計, $9890 ◆ ★ ↓任搭90↓"
49,｛ZOTAC RTX3050 6GB GDDR6 Twin Edge OC｝1477MHz/16cm/雙風扇,9990,,"｛ZOTAC RTX3050 6GB GDDR6 Twin Edge OC｝1477MHz/16cm/雙風扇, $9990 ◆ ★ ↓任搭90↓"
50,｛INNO3D RTX3050 6GB TWIN X2 V2｝1470MHz/22cm/雙風扇/註四年,8888,,"｛INNO3D RTX3050 6GB TWIN X2 V2｝1470MHz/22cm/雙風扇/註四年, $8888 ◆ ★"
52,｛華碩 DUAL-RTX3050-8G-V2｝1807MHz/20cm/雙風扇/註冊四年保,10390,,"｛華碩 DUAL-RTX3050-8G-V2｝1807MHz/20cm/雙風扇/註冊四年保, $10390 ◆ ★"
53,｛技嘉 RTX3050 WINDFORCE OC V2 8G｝1792MHz/20cm/雙風扇/註四年,10490,,"｛技嘉 RTX3050 WINDFORCE OC V2 8G｝1792MHz/20cm/雙風扇/註四年, $10490 ◆ ↓任搭90↓"
55,｛ZOTAC RTX3050 ECO SOLO｝1777MHz/15cm/單風扇/註冊四年保,11490,,"｛ZOTAC RTX3050 ECO SOLO｝1777MHz/15cm/單風扇/註冊四年保, $11490 ◆ ★"
56,｛INNO3D RTX3050 TWIN X2｝1777MHZ/24cm/超頻雙風扇/註冊四年保/[1711VA41],9888,,"｛INNO3D RTX3050 TWIN X2｝1777MHZ/24cm/超頻雙風扇/註冊四年保/[1711VA41], $9888 ◆ ★"
57,｛INNO3D RTX3050 TWIN X2｝1777MHZ/24cm/雙風扇/註冊四年保/[1190VA42],9888,,"｛INNO3D RTX3050 TWIN X2｝1777MHZ/24cm/雙風扇/註冊四年保/[1190VA42], $9888 ★"
59,｛華碩 DUAL-RTX3060-O12G-V2｝1852MHz/20cm/雙風扇/註四年 OC版.時脈高,15990,,"｛華碩 DUAL-RTX3060-O12G-V2｝1852MHz/20cm/雙風扇/註四年 OC版.時脈高, $15990 ★ ↓任搭190↓"
60,｛技嘉 RTX3060 WINDFORCE OC 12G(rev2.0)｝1792MHz/19.8cm/雙風扇/註四年,15990,,"｛技嘉 RTX3060 WINDFORCE OC 12G(rev2.0)｝1792MHz/19.8cm/雙風扇/註四年, $15990 ◆ ★ ↓任搭190↓"
61,｛微星 RTX3060 VENTUS 2X 12G OC｝1807MHz/23.5cm/雙風扇/註四年,15590,,"｛微星 RTX3060 VENTUS 2X 12G OC｝1807MHz/23.5cm/雙風扇/註四年, $15590 ★ ↓任搭190↓"
62,｛ZOTAC RTX3060 Twin Edge｝1777MHz/23cm/雙風扇/註四年,15890,,"｛ZOTAC RTX3060 Twin Edge｝1777MHz/23cm/雙風扇/註四年, $15890 ◆ ★ ↓任搭190↓"
64,｛技嘉 RTX5050 WINDFORCE OC 8G｝2587MHz/20cm/雙風扇/註冊四年保,13490,,"｛技嘉 RTX5050 WINDFORCE OC 8G｝2587MHz/20cm/雙風扇/註冊四年保, $13490 ◆ ★ ↓任搭190↓"
65,｛技嘉 RTX5050 OC Low Profile 8G｝2632MHz/18cm/三風扇/註冊四年保,13990,,"｛技嘉 RTX5050 OC Low Profile 8G｝2632MHz/18cm/三風扇/註冊四年保, $13990 ◆ ★ ↓任搭190↓"
66,｛技嘉 RTX5050 GAMING OC 8G｝2632MHz/28cm/三風扇/註冊五年保,14290,,"｛技嘉 RTX5050 GAMING OC 8G｝2632MHz/28cm/三風扇/註冊五年保, $14290 ◆ ★ ↓任搭190↓"
67,｛微星 RTX5050 8G INSPIRE ITX OC｝2617MHz/15cm/單風扇/註冊四年保,13290,,"｛微星 RTX5050 8G INSPIRE ITX OC｝2617MHz/15cm/單風扇/註冊四年保, $13290 ◆ ★ ↓任搭190↓"
68,｛微星 RTX5050 8G SHADOW 2X OC｝2617MHz/20cm/雙風扇/註冊四年保,13590,,"｛微星 RTX5050 8G SHADOW 2X OC｝2617MHz/20cm/雙風扇/註冊四年保, $13590 ◆ ★ ↓任搭190↓"
69,｛微星 RTX5050 8G VENTUS 2X OC｝2617MHz/20cm/雙風扇/註冊四年保,13990,,"｛微星 RTX5050 8G VENTUS 2X OC｝2617MHz/20cm/雙風扇/註冊四年保, $13990 ◆ ★ ↓任搭190↓"
70,｛微星 RTX5050 8G GAMING OC｝2647MHz/21cm/雙風扇/註冊五年保,14290,,"｛微星 RTX5050 8G GAMING OC｝2647MHz/21cm/雙風扇/註冊五年保, $14290 ◆ ★ ↓任搭190↓"
72,｛ZOTAC RTX5050 SOLO｝2572MHz/17cm/單風扇/註冊五年,13590,,"｛ZOTAC RTX5050 SOLO｝2572MHz/17cm/單風扇/註冊五年, $13590 ◆ ★ ↓任搭190↓"
73,｛ZOTAC RTX5050 Twin Edge OC｝2602MHz/22cm/雙風扇/註冊五年,13990,,"｛ZOTAC RTX5050 Twin Edge OC｝2602MHz/22cm/雙風扇/註冊五年, $13990 ◆ ★ ↓任搭190↓"
74,｛ZOTAC RTX5050 Twin Edge OC White Edition｝2602MHz/22cm/雙風扇/註五年/白,14290,,"｛ZOTAC RTX5050 Twin Edge OC White Edition｝2602MHz/22cm/雙風扇/註五年/白, $14290 ◆ ★ ↓任搭190↓"
75,｛INNO3D RTX5050 8GB TWIN X2｝2572MHz/22.5cm/雙風扇/註冊四年,12888,,"｛INNO3D RTX5050 8GB TWIN X2｝2572MHz/22.5cm/雙風扇/註冊四年, $12888 ◆ ★ ↓任搭90↓"
77,｛華碩 DUAL-RTX5060-O8G｝2565MHz/23cm/雙風扇/註冊四年/金屬背板,15990,,"｛華碩 DUAL-RTX5060-O8G｝2565MHz/23cm/雙風扇/註冊四年/金屬背板, $15990 ◆ ★"
78,｛華碩 DUAL-RTX5060-O8G-A｝2587MHz/23cm/雙風扇/註冊四年/Advanced金屬背板,16290,,"｛華碩 DUAL-RTX5060-O8G-A｝2587MHz/23cm/雙風扇/註冊四年/Advanced金屬背板, $16290 ◆ ★ ↓任搭190↓"
79,｛華碩 DUAL-RTX5060-O8G-WHITE｝2565MHz/23cm/雙風扇/註冊四年/白/金屬背板,16590,,"｛華碩 DUAL-RTX5060-O8G-WHITE｝2565MHz/23cm/雙風扇/註冊四年/白/金屬背板, $16590 ◆ ★ ↓任搭190↓"
80,｛華碩 ATS-RTX5060-O8G｝2595MHz/27cm/三風扇/免註冊五年保 [獨家-巨齒鯊]金屬背板,16590,是,"｛華碩 ATS-RTX5060-O8G｝2595MHz/27cm/三風扇/免註冊五年保 [獨家-巨齒鯊]金屬背板, $16590 ◆ ★ 熱賣 ↓任搭190↓"
81,｛技嘉 RTX5060 WINDFORCE OC 8G｝2512MHz/20cm/雙風扇/註冊四年,15990,,"｛技嘉 RTX5060 WINDFORCE OC 8G｝2512MHz/20cm/雙風扇/註冊四年, $15990 ◆ ★ ↓任搭190↓"
82,｛技嘉 RTX5060 WINDFORCE MAX OC 8G｝2512MHz/20cm/雙風扇/註冊四年,15990,,"｛技嘉 RTX5060 WINDFORCE MAX OC 8G｝2512MHz/20cm/雙風扇/註冊四年, $15990 ◆ ★ ↓任搭190↓"
83,｛技嘉 RTX5060 WINDFORCE MAX OC V2 8G｝2512MHz/20cm/雙風扇/註冊四年,15990,,"｛技嘉 RTX5060 WINDFORCE MAX OC V2 8G｝2512MHz/20cm/雙風扇/註冊四年, $15990 ★"
84,｛技嘉 RTX5060 OC Low Profile 8G｝2512MHz/19cm/三風扇/註冊四年,15990,,"｛技嘉 RTX5060 OC Low Profile 8G｝2512MHz/19cm/三風扇/註冊四年, $15990 ◆ ★ ↓任搭190↓"
85,｛技嘉 RTX5060 EAGLE OC 8G｝2550MHz/21cm/雙風扇/註冊五年,16490,,"｛技嘉 RTX5060 EAGLE OC 8G｝2550MHz/21cm/雙風扇/註冊五年, $16490 ★ ↓任搭290↓"
86,｛技嘉 RTX5060 EAGLE MAX OC 8G｝2550MHZ/28cm/三風扇/註五年/Hawk 風扇,16490,,"｛技嘉 RTX5060 EAGLE MAX OC 8G｝2550MHZ/28cm/三風扇/註五年/Hawk 風扇, $16490 ◆ ★ ↓任搭190↓"
87,｛技嘉 RTX5060 EAGLE OC ICE 8G 白｝2550MHz/21cm/雙風扇/註五年/銀白,16990,,"｛技嘉 RTX5060 EAGLE OC ICE 8G 白｝2550MHz/21cm/雙風扇/註五年/銀白, $16990 ◆ ★ ↓任搭190↓"
88,｛技嘉 RTX5060 GAMING OC V2 8G｝2602MHz/28cm/三風扇/註冊五年,17490,,"｛技嘉 RTX5060 GAMING OC V2 8G｝2602MHz/28cm/三風扇/註冊五年, $17490 ◆ ★ ↓任搭190↓"
89,｛技嘉 RTX5060 AERO OC 8G｝2595MHz/28cm/三風扇/註冊五年/銀白,17990,是,"｛技嘉 RTX5060 AERO OC 8G｝2595MHz/28cm/三風扇/註冊五年/銀白, $17990 ◆ ★ 熱賣 ↓任搭190↓"
90,｛技嘉 AORUS RTX5060 ELITE 8G｝2722MHz/33cm/三風扇/註冊五年,18490,,"｛技嘉 AORUS RTX5060 ELITE 8G｝2722MHz/33cm/三風扇/註冊五年, $18490 ◆ ★ ↓任搭190↓"
91,｛微星 RTX5060 8G VENTUS 2X OC｝2535MHz/20cm/雙風扇/註冊四年,15990,,"｛微星 RTX5060 8G VENTUS 2X OC｝2535MHz/20cm/雙風扇/註冊四年, $15990 ◆ ★ ↓任搭190↓"
92,｛微星 RTX5060 8G VENTUS 2X OC V1｝2535MHz/20cm/雙風扇/註冊四年,15990,,"｛微星 RTX5060 8G VENTUS 2X OC V1｝2535MHz/20cm/雙風扇/註冊四年, $15990 ◆ ★ ↓任搭190↓"
93,｛微星 RTX5060 8G VENTUS 2X OC WHITE｝2535MHz/20cm/雙風扇/註冊四年/純白,16590,,"｛微星 RTX5060 8G VENTUS 2X OC WHITE｝2535MHz/20cm/雙風扇/註冊四年/純白, $16590 ◆ ★ ↓任搭190↓"
94,｛微星 RTX5060 8G CYCLONE OC｝2535MHz/16cm/免註冊五年保 [獨家-雪螳螂],15990,是,"｛微星 RTX5060 8G CYCLONE OC｝2535MHz/16cm/免註冊五年保 [獨家-雪螳螂], $15990 ◆ ★ 熱賣"
95,｛微星 RTX5060 8G VENTUS 3X OC｝2550MHz/31cm/三風扇/註冊五年,16990,,"｛微星 RTX5060 8G VENTUS 3X OC｝2550MHz/31cm/三風扇/註冊五年, $16990 ◆ ★ ↓任搭290↓"
96,｛微星 RTX5060 8G GAMING TRIO OC｝2640MHz/30cm/三風扇/註冊五年,17990,,"｛微星 RTX5060 8G GAMING TRIO OC｝2640MHz/30cm/三風扇/註冊五年, $17990 ◆ ★ ↓任搭190↓"
97,｛微星 RTX5060 8G GAMING TRIO OC WHITE｝2640MHz/30cm/三風扇/註冊五年,18590,,"｛微星 RTX5060 8G GAMING TRIO OC WHITE｝2640MHz/30cm/三風扇/註冊五年, $18590 ◆ ★ ↓任搭190↓"
99,｛ZOTAC RTX5060 8GB 星辰 OC｝2512MHz/24cm/雙風扇/免註冊五年保/白 [獨家款],15990,是,"｛ZOTAC RTX5060 8GB 星辰 OC｝2512MHz/24cm/雙風扇/免註冊五年保/白 [獨家款], $15990 ◆ ★ 熱賣 ↓任搭190↓"
100,｛ZOTAC RTX5060 SOLO｝2497MHz/17cm/單風扇/註冊五年,16490,,"｛ZOTAC RTX5060 SOLO｝2497MHz/17cm/單風扇/註冊五年, $16490 ◆ ★ ↓任搭190↓"
101,｛ZOTAC RTX5060 Twin Edge OC｝2527MHz/22cm/雙風扇/註冊五年/金屬背板,15990,,"｛ZOTAC RTX5060 Twin Edge OC｝2527MHz/22cm/雙風扇/註冊五年/金屬背板, $15990 ◆ ★ ↓任搭190↓"
102,｛ZOTAC RTX5060 Twin Edge OC White Edition｝2527MHz/22cm/雙風扇/註五年/金屬背板,16490,,"｛ZOTAC RTX5060 Twin Edge OC White Edition｝2527MHz/22cm/雙風扇/註五年/金屬背板, $16490 ◆ ★ ↓任搭190↓"
103,｛ZOTAC RTX5060 Low Profile｝2497MHz/18.3cm/三風扇/短卡設計/註冊五年,16490,,"｛ZOTAC RTX5060 Low Profile｝2497MHz/18.3cm/三風扇/短卡設計/註冊五年, $16490 ◆ ★ ↓任搭190↓"
104,｛ZOTAC RTX5060 AMP｝2550MHz/22cm/雙風扇/註冊五年,16990,,"｛ZOTAC RTX5060 AMP｝2550MHz/22cm/雙風扇/註冊五年, $16990 ★ ↓任搭190↓"
105,｛INNO3D RTX5060 8GB TWIN X2｝2497MHz/25cm/註四年/雙風扇,15488,,"｛INNO3D RTX5060 8GB TWIN X2｝2497MHz/25cm/註四年/雙風扇, $15488 ◆ ★ ↓任搭188↓"
106,｛INNO3D RTX5060 8GB TWIN X2 OC WHITE｝2527MHz/25cm/超頻雙風扇/映雪,16488,,"｛INNO3D RTX5060 8GB TWIN X2 OC WHITE｝2527MHz/25cm/超頻雙風扇/映雪, $16488 ◆ ★ ↓任搭188↓"
107,｛INNO3D RTX5060 X3 LOW PROFILE｝2497MHz/18cm/三風扇/註冊四年/短卡,15488,,"｛INNO3D RTX5060 X3 LOW PROFILE｝2497MHz/18cm/三風扇/註冊四年/短卡, $15488 ◆ ★ ↓任搭188↓"
109,｛華碩 PRIME-RTX5060TI-O8G｝2647MHz/31cm/三風扇/註五年/2.5 Slot 設計,20990,,"｛華碩 PRIME-RTX5060TI-O8G｝2647MHz/31cm/三風扇/註五年/2.5 Slot 設計, $20990 ◆ ★ ↓任搭190↓"
110,｛華碩 T1-RTX5060TI-O8G-GAMING｝2662MHz/26.7cm/三風扇/註五年/T1冠軍戰隊版,21990,,"｛華碩 T1-RTX5060TI-O8G-GAMING｝2662MHz/26.7cm/三風扇/註五年/T1冠軍戰隊版, $21990 ◆ ★"
111,｛技嘉 RTX5060Ti WINDFORCE 8G｝2572MHz/21cm/雙風扇/註冊四年保,18590,,"｛技嘉 RTX5060Ti WINDFORCE 8G｝2572MHz/21cm/雙風扇/註冊四年保, $18590 ◆ ★ ↓任搭190↓"
112,｛技嘉 RTX5060Ti WINDFORCE OC 8G｝2587MHz/21cm/雙風扇/註四年保,18990,,"｛技嘉 RTX5060Ti WINDFORCE OC 8G｝2587MHz/21cm/雙風扇/註四年保, $18990 ◆ ★ ↓任搭190↓"
113,｛技嘉 RTX5060Ti WINDFORCE MAX OC 8G｝2587MHz/21cm/雙風扇/註冊四年保,18990,,"｛技嘉 RTX5060Ti WINDFORCE MAX OC 8G｝2587MHz/21cm/雙風扇/註冊四年保, $18990 ◆ ★ ↓任搭190↓"
114,｛技嘉 RTX5060Ti EAGLE OC 8G｝2617MHz/22cm/雙風扇/註冊五年保,19490,,"｛技嘉 RTX5060Ti EAGLE OC 8G｝2617MHz/22cm/雙風扇/註冊五年保, $19490 ◆ ★ ↓任搭190↓"
115,｛技嘉 RTX5060Ti EAGLE MAX OC 8G｝2617MHz/28cm/三風扇/註冊五年保,19490,,"｛技嘉 RTX5060Ti EAGLE MAX OC 8G｝2617MHz/28cm/三風扇/註冊五年保, $19490 ◆ ★ ↓任搭190↓"
116,｛技嘉 RTX5060Ti EAGLE OC ICE 8G｝2617MHz/22cm/雙風扇/註冊五年保/白,19990,,"｛技嘉 RTX5060Ti EAGLE OC ICE 8G｝2617MHz/22cm/雙風扇/註冊五年保/白, $19990 ◆ ★ ↓任搭190↓"
117,｛技嘉 RTX5060Ti GAMING OC 8G｝2647MHz/28cm/三風扇/註冊五年保,20990,,"｛技嘉 RTX5060Ti GAMING OC 8G｝2647MHz/28cm/三風扇/註冊五年保, $20990 ◆ ★ ↓任搭190↓"
118,｛技嘉 RTX5060Ti AERO OC 8G｝2647MHz/28cm/三風扇/註冊五年保/白,21590,,"｛技嘉 RTX5060Ti AERO OC 8G｝2647MHz/28cm/三風扇/註冊五年保/白, $21590 ◆ ★ ↓任搭190↓"
119,｛微星 RTX5060Ti 8G CYCLONE OC｝2617MHz/16cm/免註冊五年保 [獨家-雪螳螂],18990,是,"｛微星 RTX5060Ti 8G CYCLONE OC｝2617MHz/16cm/免註冊五年保 [獨家-雪螳螂], $18990 ◆ ★ 熱賣"
120,｛微星 RTX5060Ti 8G VENTUS 2X PLUS｝2587MHz/23cm/雙風扇/註四年,18990,,"｛微星 RTX5060Ti 8G VENTUS 2X PLUS｝2587MHz/23cm/雙風扇/註四年, $18990 ◆ ★ ↓任搭190↓"
121,｛微星 RTX5060Ti 8G SHADOW 2X OC PLUS｝2617MHz/23cm/雙風扇/註四年,18990,,"｛微星 RTX5060Ti 8G SHADOW 2X OC PLUS｝2617MHz/23cm/雙風扇/註四年, $18990 ◆ ★ ↓任搭190↓"
122,｛微星 RTX5060Ti 8G VENTUS 2X OC PLUS｝2617MHz/23cm/雙風扇/註四年,19590,,"｛微星 RTX5060Ti 8G VENTUS 2X OC PLUS｝2617MHz/23cm/雙風扇/註四年, $19590 ◆ ★ ↓任搭190↓"
123,｛微星 RTX5060Ti 8G VENTUS 2X OC WHITE PLUS｝2617MHz/23cm/雙風/註四年/白,19990,,"｛微星 RTX5060Ti 8G VENTUS 2X OC WHITE PLUS｝2617MHz/23cm/雙風/註四年/白, $19990 ◆ ★ ↓任搭190↓"
124,｛微星 RTX5060Ti 8G VENTUS 3X OC｝2617MHz/31cm/三風扇/註五年,19990,,"｛微星 RTX5060Ti 8G VENTUS 3X OC｝2617MHz/31cm/三風扇/註五年, $19990 ◆ ★ ↓任搭190↓"
125,｛微星 RTX5060Ti 8G GAMING TRIO OC｝2662MHz/30cm/三風扇/註五年,20990,,"｛微星 RTX5060Ti 8G GAMING TRIO OC｝2662MHz/30cm/三風扇/註五年, $20990 ◆ ★ ↓任搭190↓"
126,｛微星 RTX5060Ti 8G GAMING TRIO OC WHITE｝2662MHz/30cm/三風扇/註五年/白,21590,,"｛微星 RTX5060Ti 8G GAMING TRIO OC WHITE｝2662MHz/30cm/三風扇/註五年/白, $21590 ★ ↓任搭190↓"
128,｛ZOTAC RTX5060Ti 8GB 月白 OC｝2602MHz/30cm/三風扇/免註冊五年保/白 [獨家版],19490,是,"｛ZOTAC RTX5060Ti 8GB 月白 OC｝2602MHz/30cm/三風扇/免註冊五年保/白 [獨家版], $19490 ◆ ★ 熱賣"
129,｛ZOTAC RTX5060Ti 8GB Twin Edge OC｝2602MHz/22cm/雙風扇/註五年/金屬背板,19490,,"｛ZOTAC RTX5060Ti 8GB Twin Edge OC｝2602MHz/22cm/雙風扇/註五年/金屬背板, $19490 ◆ ★ ↓任搭190↓"
130,｛ZOTAC RTX5060Ti 8GB AMP｝2632MHz/22cm/雙風扇/註五年/金屬背板,20490,,"｛ZOTAC RTX5060Ti 8GB AMP｝2632MHz/22cm/雙風扇/註五年/金屬背板, $20490 ◆ ★"
131,｛INNO3D RTX5060Ti 8GB TWIN X2｝2572MHz/25cm/註四年/雙風扇,18488,,"｛INNO3D RTX5060Ti 8GB TWIN X2｝2572MHz/25cm/註四年/雙風扇, $18488 ◆ ★"
132,｛INNO3D RTX5060Ti 8GB TWIN X2 OC WHITE｝2602MHz/25cm/註四年/雙風/映雪,19488,,"｛INNO3D RTX5060Ti 8GB TWIN X2 OC WHITE｝2602MHz/25cm/註四年/雙風/映雪, $19488 ◆ ★"
134,｛華碩 DUAL-RTX5060TI-O16G｝2632MHz/23cm/雙風扇/註冊四年保固,25590,,"｛華碩 DUAL-RTX5060TI-O16G｝2632MHz/23cm/雙風扇/註冊四年保固, $25590 ★ ↓任搭190↓"
135,｛華碩 DUAL-RTX5060TI-O16G-WHITE｝2632MHz/23cm/雙風扇/註冊四年保/白,26590,,"｛華碩 DUAL-RTX5060TI-O16G-WHITE｝2632MHz/23cm/雙風扇/註冊四年保/白, $26590 ◆ ★ ↓任搭190↓"
136,｛華碩 PRIME-RTX5060TI-16G｝2602MHz/31cm/三風扇/註冊五年保固,26590,,"｛華碩 PRIME-RTX5060TI-16G｝2602MHz/31cm/三風扇/註冊五年保固, $26590 ★ ↓任搭190↓"
137,｛華碩 PRIME-RTX5060TI-O16G｝2647MHz/31cm/三風扇/註冊五年保固,27590,,"｛華碩 PRIME-RTX5060TI-O16G｝2647MHz/31cm/三風扇/註冊五年保固, $27590 ★ ↓任搭190↓"
138,｛華碩 TUF-RTX5060TI-O16G-GAMING｝2692MHz/30cm/三風扇/註五年,28990,,"｛華碩 TUF-RTX5060TI-O16G-GAMING｝2692MHz/30cm/三風扇/註五年, $28990 ★"
140,｛微星 RTX5060Ti 16G CYCLONE OC｝2617MHz/16cm/免註冊五年保 [獨家-雪螳螂],25590,是,"｛微星 RTX5060Ti 16G CYCLONE OC｝2617MHz/16cm/免註冊五年保 [獨家-雪螳螂], $25590 ◆ ★ 熱賣 ↓任搭190↓"
141,｛微星 RTX5060Ti 16G SHADOW 2X OC PLUS｝2617MHz/23cm/雙風扇/註四年,25590,,"｛微星 RTX5060Ti 16G SHADOW 2X OC PLUS｝2617MHz/23cm/雙風扇/註四年, $25590 ◆ ★ ↓任搭190↓"
